0.7085508333333334	0.29144916666666665
0.93	0.07
0.4175	0.5825
0.0325	0.9675
0.945	0.055
0.7975	0.2025
0.38	0.62
0.9225	0.0775
0.76	0.24
0.8425	0.1575
0.38	0.62
0.0425	0.9575
0.035	0.965
0.94	0.06
0.8525	0.1475
0.5925	0.4075
0.6675	0.3325
0.245	0.755
0.8475	0.1525
0.725	0.275
0.8975	0.1025
0.4910508333333333	0.5089491666666667
0.8575	0.1425
0.0175	0.9825
0.905	0.095
0.7575	0.2425
0.7925	0.2075
0.485	0.515
0.75	0.25
0.5325	0.4675
0.78	0.22
0.06	0.94
0.8425	0.1575
0.2425	0.7575
0.9175	0.0825
0.6075	0.3925
0.75	0.25
0.7025	0.2975
0.92	0.08
0.9	0.1
0.5725	0.4275
0.6	0.4
0.5575	0.4425
0.625	0.375
0.885	0.115
0.6275	0.3725
0.7975	0.2025
0.82	0.18
0.7325	0.2675
0.92	0.08
0.8875	0.1125
0.82	0.18
0.6975	0.3025
0.865	0.135
0.5875	0.4125
0.695	0.305
0.135	0.865
0.59	0.41
0.14	0.86
0.795	0.205
0.6825	0.3175
0.6075	0.3925
0.825	0.175
0.505	0.495
0.8675	0.1325
0.69	0.31
0.4175	0.5825
0.5325	0.4675
0.8075	0.1925
0.9175	0.0825
0.485	0.515
0.6125	0.3875
0.6025	0.3975
0.91	0.09
0.8975	0.1025
0.125	0.875
0.7925	0.2075
0.885	0.115
0.8701247597881414	0.12987524021185862
0.5475	0.4525
0.195	0.805
0.49	0.51
0.1075	0.8925
0.3725	0.6275
0.7625	0.2375
0.375	0.625
0.885	0.115
0.0225	0.9775
0.81	0.19
0.7475	0.2525
0.8125	0.1875
0.9325	0.0675
0.785	0.215
0.065	0.935
0.47	0.53
0.435	0.565
0.7675	0.2325
0.36	0.64
0.97	0.03
0.2275	0.7725
0.0575	0.9425
0.085	0.915
0.0425	0.9575
0.745	0.255
0.8425	0.1575
0.4625	0.5375
0.93	0.07
0.6225	0.3775
0.4325	0.5675
0.76	0.24
0.6	0.4
0.4825	0.5175
0.52	0.48
0.645	0.355
0.075	0.925
0.4375	0.5625
0.7475	0.2525
0.2025	0.7975
0.43	0.57
0.395	0.605
0.8575	0.1425
0.47	0.53
0.7675	0.2325
0.54	0.46
0.435	0.565
0.8775	0.1225
0.07	0.93
0.215	0.785
0.7375	0.2625
0.7025	0.2975
0.4825	0.5175
0.8425	0.1575
0.8425	0.1575
0.6575	0.3425
0.0175	0.9825
0.274359059413239	0.7256409405867611
0.6525	0.3475
0.495	0.505
0.7825	0.2175
0.2975	0.7025
0.345	0.655
0.7725	0.2275
0.8875	0.1125
0.6675	0.3325
0.965	0.035
0.8325	0.1675
0.5925	0.4075
0.8589796996010327	0.14102030039896737
0.7875	0.2125
0.53	0.47
0.7	0.3
0.3725	0.6275
0.0925	0.9075
0.7	0.3
0.87	0.13
0.825	0.175
0.715	0.285
0.645	0.355
0.4575	0.5425
0.3925	0.6075
0.2	0.8
0.115	0.885
0.8933147047422147	0.10668529525778524
0.9125	0.0875
0.58	0.42
0.4425	0.5575
0.1375	0.8625
0.805	0.195
0.615	0.385
0.8275	0.1725
0.8925	0.1075
0.8125	0.1875
0.515	0.485
0.8275	0.1725
0.8975	0.1025
0.2631652247309559	0.7368347752690441
0.9225	0.0775
0.8	0.2
0.4275	0.5725
0.53	0.47
0.9	0.1
0.7225	0.2775
0.0325	0.9675
0.825	0.175
0.0625	0.9375
0.4875	0.5125
0.4475	0.5525
0.395	0.605
0.0475	0.9525
0.6875	0.3125
0.9	0.1
0.555	0.445
0.5625	0.4375
0.9175	0.0825
0.035	0.965
0.94	0.06
0.0225	0.9775
0.525	0.475
0.77	0.23
0.865	0.135
0.0525	0.9475
0.195	0.805
0.9275	0.0725
0.82	0.18
0.0375	0.9625
0.8725	0.1275
0.05	0.95
0.7575	0.2425
0.495	0.505
0.135	0.865
0.6825	0.3175
0.7675	0.2325
0.0375	0.9625
0.4375	0.5625
0.8475	0.1525
0.045	0.955
0.855	0.145
0.2	0.8
0.405	0.595
0.3925	0.6075
0.9225	0.0775
0.215	0.785
0.8025	0.1975
0.0575	0.9425
0.555	0.445
0.6381652247309559	0.3618347752690441
0.8075	0.1925
0.81	0.19
0.75	0.25
0.465	0.535
0.9025	0.0975
0.6125	0.3875
0.895	0.105
0.07	0.93
0.8825	0.1175
0.4725	0.5275
0.535	0.465
0.6675	0.3325
0.4475	0.5525
0.8175	0.1825
0.8175	0.1825
0.5875	0.4125
0.86	0.14
0.665	0.335
0.9275	0.0725
0.6575	0.3425
0.6103349368777518	0.3896650631222481
0.825	0.175
0.0725	0.9275
0.905	0.095
0.58	0.42
0.8125	0.1875
0.88	0.12
0.485	0.515
0.1575	0.8425
0.725	0.275
0.9275	0.0725
0.5375	0.4625
0.7925	0.2075
0.6125	0.3875
0.745	0.255
0.755	0.245
0.0875	0.9125
0.76	0.24
0.2325	0.7675
0.78	0.22
0.3675	0.6325
0.1775	0.8225
0.77	0.23
0.3775	0.6225
0.245	0.755
