31568	0	0	0
30734	0	0	0
31227	0	0	0
31224	1	0	0
31139	0	0	0
34076	0	0	0
32479	1	0	1
32985	1	0	0
30284	0	0	0
30072	1	1	1
34098	1	0	0
33818	1	0	0
34138	1	1	1
34165	1	1	1
30974	0	0	0
33150	0	0	0
30574	0	0	0
32162	1	1	1
32904	0	0	0
31484	0	0	0
31961	0	0	0
31616	0	0	0
31027	0	0	0
31231	0	0	0
33327	0	0	0
31276	0	0	0
33238	1	1	1
31004	0	0	0
34187	0	0	0
34421	1	1	1
34441	0	0	0
33715	1	1	1
31820	0	0	0
32578	1	0	0
32716	0	0	0
33494	0	0	0
32949	0	0	0
33195	1	0	0
33561	1	0	0
30424	0	0	0
31576	0	0	0
30576	1	1	1
33935	1	0	0
32669	0	0	0
34116	0	0	0
32847	1	0	1
32871	0	0	0
31278	1	0	1
30145	1	1	1
33504	0	0	0
32754	1	1	1
34570	1	0	0
30137	0	0	0
32921	1	1	1
33417	0	0	0
30646	0	0	0
31107	0	0	0
33964	1	1	1
33025	1	0	0
32653	0	0	0
32084	1	1	1
31833	1	0	0
30088	0	0	0
32698	1	1	1
33231	1	1	1
31549	1	1	1
33071	0	0	0
33237	0	0	0
34525	1	0	0
31574	0	0	0
33918	1	0	0
34017	1	0	0
34459	1	0	0
34560	1	1	1
30252	0	0	0
34433	1	0	0
34245	0	0	0
30691	1	0	0
31595	0	0	0
30537	0	0	0
31438	0	0	0
31804	1	1	1
32767	1	0	0
30614	1	1	1
32023	1	0	1
34196	0	0	0
31099	1	0	0
34228	0	0	0
32212	0	0	0
31570	1	0	0
31647	0	0	0
32687	0	0	0
34202	1	0	0
33771	1	1	1
32744	1	0	0
33595	0	0	0
32520	0	0	0
34527	0	0	0
32438	0	0	0
32537	0	0	0
31978	0	0	0
34020	1	0	0
33438	1	1	1
33865	1	0	0
32151	1	0	0
34388	1	1	1
30700	1	1	1
32697	0	0	0
30146	1	0	1
31066	1	0	1
31330	1	0	0
31565	0	0	0
33974	0	0	0
33016	1	0	1
33481	1	0	0
30848	0	0	0
31857	1	0	0
33553	0	0	0
30303	0	0	0
32726	0	0	0
34511	1	0	0
30552	1	0	0
31262	1	1	1
33784	1	0	0
31654	1	0	1
33883	0	0	0
30651	1	0	0
31729	0	0	0
32971	1	1	1
30800	0	0	0
30745	0	0	0
30392	0	0	0
30302	1	1	1
32249	0	0	0
32202	0	0	0
34289	0	0	0
34110	0	0	0
30165	0	0	0
30759	0	0	0
31140	1	1	0
31602	1	1	1
33642	0	0	0
33718	0	0	0
31615	1	1	1
32078	0	0	0
32571	0	0	0
32172	0	0	0
30981	1	0	0
32168	0	0	0
31522	0	0	0
34261	0	0	0
33199	0	0	0
33860	0	0	0
30766	1	1	1
33606	0	0	0
30372	0	0	0
31172	1	0	1
31992	0	0	0
33523	0	0	0
34405	1	0	0
31444	0	0	0
30777	0	0	0
32401	1	0	0
33243	0	0	0
32608	0	0	0
34359	0	0	0
31056	0	0	0
34374	0	0	0
30176	0	0	0
30420	1	1	1
32386	1	0	0
34426	0	0	0
30852	0	0	0
30950	0	0	0
33043	0	0	0
31223	1	1	1
33055	1	1	1
32705	1	1	1
31176	0	0	0
30544	0	0	0
31012	0	0	0
30993	1	0	0
32742	1	0	0
33278	0	0	0
33526	1	1	1
30001	0	0	0
32444	1	0	0
34198	1	0	1
32844	0	0	0
31591	0	0	0
33469	0	0	0
33763	0	0	0
30092	1	0	1
32701	0	0	0
34379	0	0	0
31788	0	0	0
31331	0	0	0
30353	1	1	1
30112	0	0	0
32370	0	0	0
33850	1	1	1
32152	0	0	0
33345	0	0	0
34369	1	1	1
33500	0	0	0
31026	1	0	0
33434	1	1	1
33527	1	1	1
30503	1	1	1
33966	1	1	1
34205	0	0	0
31719	1	0	0
31527	0	0	0
31458	1	0	0
32193	1	0	1
30036	1	1	1
33156	1	0	1
32735	0	0	0
30361	0	0	0
30175	1	0	0
30306	1	0	0
30051	1	0	0
33180	0	0	0
33801	0	0	0
33360	0	0	0
32958	1	0	1
34529	0	0	0
32753	0	0	0
30023	1	0	1
32524	0	0	0
34464	1	0	1
32208	0	0	0
30402	1	0	1
33418	0	0	0
30724	0	0	0
32124	0	0	0
32654	0	0	0
30357	0	0	0
31193	1	1	1
32314	0	0	0
33353	1	0	0
30342	0	0	0
32358	0	0	0
32586	1	0	0
33690	1	1	1
31618	1	1	1
31777	1	0	0
30087	0	0	0
30101	0	0	0
33727	0	0	0
32009	0	0	0
32473	0	0	0
33365	0	0	0
30071	0	0	0
32019	0	0	0
30453	0	0	0
34046	0	0	0
30042	1	0	0
32680	1	1	1
30416	0	0	0
34191	0	0	0
31405	1	0	0
33558	0	0	0
30600	0	0	0
31829	0	0	0
32646	0	0	0
31124	1	1	1
33379	1	0	1
33165	0	0	0
33529	0	0	0
32785	1	0	1
33287	1	0	0
30081	1	0	0
30871	1	0	0
31072	0	0	0
34145	0	0	0
33077	1	1	1
31022	0	0	0
33170	1	0	0
30365	1	0	0
31530	0	0	0
33255	1	0	0
30934	1	0	1
33132	1	0	1
32862	1	1	1
30895	0	0	0
31594	0	0	0
34287	1	0	0
31561	0	0	0
34463	1	0	1
33279	1	0	1
31134	1	0	1
31424	1	1	1
31526	1	0	0
31059	1	0	1
32657	0	0	0
30742	0	0	0
34564	1	1	1
31286	0	0	0
31492	0	0	0
34257	0	0	0
34242	1	0	1
31201	1	1	1
31844	0	0	0
31486	1	0	0
34390	1	0	0
34189	0	0	0
31889	0	0	0
30053	1	0	0
33410	0	0	0
32417	0	0	0
34386	0	0	0
32065	1	0	0
33713	1	1	1
34073	0	0	0
32236	0	0	0
32837	1	0	0
30995	0	0	0
33112	0	0	0
31283	1	1	1
32619	1	1	1
34235	0	0	0
34563	0	0	0
33758	1	0	0
32724	1	0	0
30861	0	0	0
32297	1	0	1
30439	0	0	0
31887	1	0	0
32938	0	0	0
32161	0	0	0
31024	1	0	0
30012	0	0	0
30804	0	0	0
30785	0	0	0
33678	0	0	0
32490	0	0	0
31229	0	0	0
30404	1	0	0
33958	0	0	0
30545	0	0	0
32829	0	0	0
30894	1	0	0
31635	1	1	1
31964	0	0	0
31456	0	0	0
33708	0	0	0
32555	1	0	1
34481	0	0	0
32077	0	0	0
30194	0	0	0
33347	0	0	0
33587	0	0	0
31141	0	0	0
31453	1	0	0
34582	0	0	0
31397	0	0	0
32455	0	0	0
32042	0	0	0
34227	0	0	0
31906	0	0	0
34462	1	0	0
32967	1	0	1
31765	0	0	0
30271	0	0	0
31772	0	0	0
30968	1	0	0
30632	1	0	0
33171	0	0	0
31268	0	0	0
33531	0	0	0
30118	0	0	0
32105	0	0	0
33249	0	0	0
32896	1	0	0
33178	0	0	0
30106	1	1	1
30970	1	0	0
33302	1	0	0
32762	0	0	0
32387	1	0	1
32638	1	0	0
34559	1	1	1
31803	1	0	0
34130	0	0	0
34095	1	0	0
31908	1	0	1
31521	1	0	0
33729	0	0	0
31435	0	0	0
33506	1	1	1
32830	1	0	0
33702	0	0	0
34500	1	1	1
32511	0	0	0
32607	0	0	0
32651	1	0	0
30694	1	0	0
31867	0	0	0
34530	0	0	0
33094	1	1	1
33848	1	1	1
30249	0	0	0
30916	0	0	0
33502	0	0	0
33152	0	0	0
33389	1	1	1
31994	0	0	0
30115	0	0	0
31475	0	0	0
32200	0	0	0
33934	1	0	0
30536	1	1	1
34407	1	0	0
31601	1	0	0
30540	1	0	0
32858	1	0	1
33695	0	0	0
30938	0	0	0
30391	0	0	0
31643	1	1	1
33393	0	0	0
31686	0	0	0
31303	0	0	0
31355	0	0	0
31884	0	0	0
33098	1	0	1
34505	0	0	0
30931	1	0	0
33954	1	1	1
33120	0	0	0
33490	1	0	0
33876	1	0	0
30762	1	0	0
33872	1	0	0
34188	0	0	0
30157	1	1	1
31524	1	1	1
30329	0	0	0
33309	0	0	0
30427	0	0	0
30443	1	0	0
32893	1	0	0
33294	0	0	0
32582	0	0	0
31081	0	0	0
31038	1	0	1
34212	1	1	1
34033	0	0	0
34579	0	0	0
30363	0	0	0
31017	1	1	1
32941	0	0	0
33545	0	0	0
30836	1	1	1
31481	0	0	0
34442	1	1	0
34054	1	0	1
31981	1	0	0
30619	1	0	1
32749	0	0	0
34050	0	0	0
32115	1	1	1
30048	0	0	0
33151	0	0	0
31973	0	0	0
32106	1	0	1
32650	0	0	0
34182	0	0	0
32911	0	0	0
31924	1	0	0
33875	0	0	0
32913	1	0	1
34326	0	0	0
33317	1	1	1
33128	1	1	1
32344	1	0	0
30710	0	0	0
34355	0	0	0
31192	0	0	0
30883	0	0	0
30961	0	0	0
30236	1	0	0
30169	0	0	0
34147	1	0	0
34422	0	0	0
30103	0	0	0
33505	0	0	0
30056	0	0	0
32500	0	0	0
30519	0	0	0
33697	1	0	0
31518	0	0	0
32262	1	1	1
31776	1	0	0
32781	1	0	0
32797	1	0	0
31161	1	0	1
33555	0	0	0
32255	0	0	0
30889	0	0	0
30879	0	0	0
33522	1	0	0
34248	1	1	1
32712	1	0	0
30563	1	1	1
30274	1	0	0
33046	1	1	1
31662	0	0	0
31060	0	0	0
30653	0	0	0
33466	1	0	1
32518	1	0	0
33446	1	1	1
31633	0	0	0
34246	0	0	0
32906	1	0	1
32514	1	0	1
33186	1	0	0
31502	0	0	0
31754	0	0	0
33840	0	0	0
32423	1	0	0
33301	0	0	0
31798	1	0	0
33175	0	0	0
30556	0	0	0
30560	1	0	0
32720	0	0	0
30967	1	0	1
30989	1	0	0
34013	1	1	1
30197	1	0	0
31904	0	0	0
31160	0	0	0
33536	0	0	0
34517	0	0	0
30188	1	0	0
30141	0	0	0
33484	0	0	0
33396	0	0	0
33222	0	0	0
34328	1	1	1
32831	0	0	0
34574	0	0	0
31894	0	0	0
